"optional","Although our analysis service is absolutely optional and creates extra charges, plenty of companies request it.","[:: google ::]<br>儘管我們的分析服務絕對是可選的，並且會產生額外的費用，但許多公司都要求它。<br><br>[:: youdaotrans ::]<br>尽管我们的分析服务是绝对的选择<br><br>[:: baidu ::]<br>雖然我們的分析服務是絕對可選的，並且會產生額外的費用，但很多公司都要求提供。<br><br>[:: answer ::]<br>儘管我們的分析為非必須的額外付費服務，還是有許多公司請求提供。<br>---------------<br>","Although our analysis service is absolutely ________ and creates extra charges, plenty of companies request it.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10234073","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"vacant","Please don’t advertise the vacant accounting positions until the revised job descriptions are ready.","[:: google ::]<br>在修訂後的工作描述準備好之前，請不要宣傳空置會計職位。<br><br>[:: youdaotrans ::]<br>请不要做广告的会计假设<br><br>[:: baidu ::]<br>在修改後的職位說明書準備好之前，請不要刊登空缺會計職位的廣告。<br><br>[:: answer ::]<br>直到修正的工作說明準備好之前，請不要宣傳空缺的會計職位。<br>---------------<br>","Please don’t advertise the ______ accounting positions until the revised job descriptions are ready.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10234073","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"willingly","Ms. Mueller willingly took over Mr. Snyder’s duties while he was on vacation because she wanted to impress her bosses.","[:: google ::]<br>穆勒女士在度假時願意接管斯奈德先生的職責，因為她想打動老闆。<br><br>[:: youdaotrans ::]<br>米勒女士愿意接手斯奈德dutie<br><br>[:: baidu ::]<br>穆勒願意在斯奈德休假期間接管他的工作，因為她想給老闆留下深刻印象。<br><br>[:: answer ::]<br>Mueller小姐自願在Snyder先生休假期間負責他的職務，因為她想給上司留下深刻的印象。<br>---------------<br><br>","Ms. Mueller _________ took over Mr. Snyder’s duties while he was on vacation because she wanted to impress her bosses.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10234073","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"withstand","The tent is made of resistant material and can withstand the wear and tear of frequent camping trips.","[:: google ::]<br>帳篷由耐藥物質製成，可以承受頻繁露營旅行的磨損。<br><br>[:: youdaotrans ::]<br>帐篷是由耐腐蚀材料和智慧<br><br>[:: baidu ::]<br>帳篷由耐磨材料製成，能够承受頻繁露營旅行的磨損。<br><br>[:: answer ::]<br>那個帳篷是以耐久性強的材質製成，能承受頻繁露營旅行帶來的磨損。<br>---------------<br>","The tent is made of resistant material and can _________ the wear and tear of frequent camping trips.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10234073","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"optimistic","I’m optimistic that we can grow even more over the next few months.","[:: google ::]<br>我很樂觀，我們可以在接下來的幾個月中成長更多。<br><br>[:: youdaotrans ::]<br>我很乐观,我们可以更了<br><br>[:: baidu ::]<br>我樂觀地認為，在未來幾個月裏，我們可以實現更大的增長。<br><br>[:: answer ::]<br>我對我們日後幾個月能更加成長這點很樂觀。<br>---------------<br>","I’m __________ that we can grow even more over the next few months.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10234073","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"sizeable","Those who gave money to the charity were disappointed to discover that a sizeable amount of the funds was wasted.","[:: google ::]<br>那些向慈善機構捐款的人很失望地發現大量資金被浪費了。<br><br>[:: youdaotrans ::]<br>disappoin那些把钱给了慈善机构<br><br>[:: baidu ::]<br>那些向慈善機構捐款的人失望地發現，大量資金被浪費了。<br><br>[:: answer ::]<br>那些捐款給慈善團體的人發現大量資金遭到浪費，感到失望。<br>---------------<br>","Those who gave money to the charity were disappointed to discover that a ________ amount of the funds was wasted.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10234073","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"prolong","If some of the topics on the agenda require serious discussion, we might have to prolong the meeting.","[:: google ::]<br>如果議程上的一些主題需要認真討論，我們可能必須延長會議。<br><br>[:: youdaotrans ::]<br>如果某些话题议程需要事后<br><br>[:: baidu ::]<br>如果議程上的一些議題需要認真討論，我們可能不得不延長會議。<br><br>[:: answer ::]<br>若議程上部分主題需要深度討論，我們可能要延長會議時間。<br>---------------<br>","If some of the topics on the agenda require serious discussion, we might have to _______ the meeting.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10234073","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"responsible","As cashiers, you will be primarily responsible for closing down the cash registers.","[:: google ::]<br>作為收銀員，您將主要負責關閉收銀機。<br><br>[:: youdaotrans ::]<br>作为收银员,你将主要负责<br><br>[:: baidu ::]<br>作為出納員，你將主要負責關閉收銀機。<br><br>[:: answer ::]<br>身為收銀員，關閉收銀台的主要責任在各位身上。<br>---------------<br>","As cashiers, you will be primarily ___________ for closing down the cash registers.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10234073","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"predictable","Due to major advances in Internet publications, the future of the magazine is less predictable than before.","[:: google ::]<br>由於互聯網出版物的重大進展，該雜誌的未來比以前更不可預測。<br><br>[:: youdaotrans ::]<br>由于互联网出版物的重大进展,th<br><br>[:: baidu ::]<br>由於互聯網出版品的重大進步，該雜誌的未來比以前更難預測。<br><br>[:: answer ::]<br>因為網路發行物的極大發展，雜誌的未來比起以前更難以預測。<br>---------------<br>","Due to major advances in Internet publications, the future of the magazine is less ___________ than before.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10234073","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"silence","Amy Stuhlberg's new movie is already receiving positive reviews and is certain to silence critics of her work.","[:: google ::]<br>艾米·斯圖爾伯格（Amy Stuhlberg）的新電影已經收到了積極的評論，並且肯定會沉默她的作品的批評。<br><br>[:: youdaotrans ::]<br>艾米Stuhlberg的新电影已经收到pos<br><br>[:: baidu ::]<br>艾米·斯圖爾伯格（Amy Stuhlberg）的新片已經受到好評，肯定會讓責備她的作品的人噤聲。<br><br>[:: answer ::]<br>Amy Stuhlberg的新電影已經收到正向評價，確實讓評論家無法對其發表反對意見。<br>---------------<br>","Amy Stuhlberg's new movie is already receiving positive reviews and is certain to _______ critics of her work.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10234073","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"obtained","We are pleased to inform you that you have obtained the manager position you applied for.","[:: google ::]<br>我們很高興地通知您，您已經獲得了您申請的經理職位。<br><br>[:: youdaotrans ::]<br>我们很高兴地通知您,科举制<br><br>[:: baidu ::]<br>我們很高興地通知您，您已獲得所申請的經理職位。<br><br>[:: answer ::]<br>我們很開心告知您已經錄取您應聘的經理職位。<br>---------------<br>","We are pleased to inform you that you have ________ the manager position you applied for.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10234073","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"maintaining","This device reduces water usage by up to 40％ while maintaining consistent water pressure.","[:: google ::]<br>該設備可將用水量降低多達40℃，同時保持一致的水壓。<br><br>[:: youdaotrans ::]<br>这个设备可以减少用水量40%<br><br>[:: baidu ::]<br>該裝置可在保持恒定水壓的同時，將水的使用量减少40%。<br><br>[:: answer ::]<br>這項裝置能讓用水量減少最多至40%，同時維持一貫水壓。<br>---------------<br>","This device reduces water usage by up to 40％ while ___________ consistent water pressure.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10234073","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"lasting","To be successful in the job interview, you should try to leave a lasting impression on the interviewers.","[:: google ::]<br>為了在工作面試中取得成功，您應該嘗試給面試官留下持久的印象。<br><br>[:: youdaotrans ::]<br>成功在工作面试时,你应该<br><br>[:: baidu ::]<br>為了在工作面試中取得成功，你應該努力給面試官留下持久的印象。<br><br>[:: answer ::]<br>為了在工作面試成功，你必須持續讓面試官留下深刻的印象。<br>---------------<br>","To be successful in the job interview, you should try to leave a _______ impression on the interviewers.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10234073","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"lack","The team leader’s lack of decisiveness played a large role in the project’s failure.","[:: google ::]<br>團隊負責人缺乏果斷力在該項目的失敗中發揮了重要作用。<br><br>[:: youdaotrans ::]<br>团队领导缺乏果断的拉<br><br>[:: baidu ::]<br>隊長缺乏決斷力是該項目失敗的主要原因。<br><br>[:: answer ::]<br>組長的魄力不足在企劃失敗的原因中佔了很大的部份。<br>---------------<br>","The team leader’s ____ of decisiveness played a large role in the project’s failure.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10234073","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"nominations","Our selection committee is now accepting nominations for awards.","[:: google ::]<br>我們的選拔委員會現在正在接受提名獎項。<br><br>[:: youdaotrans ::]<br>现在我们的选拔委员会接受提名<br><br>[:: baidu ::]<br>我們的選拔委員會現在正在接受獎項提名。<br><br>[:: answer ::]<br>我們選定委員會目前正在受理獲獎候選人提名。<br>---------------<br>","Our selection committee is now accepting ___________ for awards.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10234073","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"possessions","Country Club members who lose personal possessions can often reclaim them from our Lost and Found office.","[:: google ::]<br>失去個人財產的鄉村俱樂部成員通常可以從我們失去的辦公室中收回他們。<br><br>[:: youdaotrans ::]<br>乡村俱乐部成员失去个人物品<br><br>[:: baidu ::]<br>失去私人物品的鄉村俱樂部成員通常可以從我們的失物招領處取回這些物品。<br><br>[:: answer ::]<br>遺失個人隨身物品的Country Club會員通常可在我們的失物中心取回。<br>---------------<br>","Country Club members who lose personal ___________ can often reclaim them from our Lost and Found office.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10234073","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"irrelevant","The search engine’s program helps identify irrelevant results and exclude them because they are not really meaningful.","[:: google ::]<br>搜索引擎的程序有助於確定無關緊要的結果並將其排除在外，因為它們並不是真正有意義的。<br><br>[:: youdaotrans ::]<br>搜索引擎的计划帮助识别irrelev<br><br>[:: baidu ::]<br>搜尋引擎的程式幫助識別不相關的結果，並排除它們，因為它們沒有真正的意義。<br><br>[:: answer ::]<br>那個搜尋引擎的程式能幫助確認無關的結果，排除沒有什麼意義的東西。<br>---------------<br>","The search engine’s program helps identify __________ results and exclude them because they are not really meaningful.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10234073","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"speculation","There is quiet speculation that Christopher Knight will be chosen as the next CEO of Wilson Textile Imports.","[:: google ::]<br>有人猜測，克里斯托弗·奈特（Christopher Knight）將被選為威爾遜紡織進口的下一位首席執行官。<br><br>[:: youdaotrans ::]<br>有安静的克里斯托弗·奈特的猜测<br><br>[:: baidu ::]<br>有人私下猜測克裏斯托弗·奈特將被選為威爾遜紡織進口公司的下一任首席執行官。<br><br>[:: answer ::]<br>有人悄悄推測Christopher Knight將會被選為Wilson Textile Imports的下一任CEO。<br>---------------<br>","There is quiet ___________ that Christopher Knight will be chosen as the next CEO of Wilson Textile Imports.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10234073","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"stable","Thanks to its abundance of natural resources, the country enjoys a stable economy and a high standard of living.","[:: google ::]<br>由於其豐富的自然資源，該國享有穩定的經濟和高水平的生活水平。<br><br>[:: youdaotrans ::]<br>由于其丰富的自然资源<br><br>[:: baidu ::]<br>由於自然資源豐富，該國經濟穩定，生活水準高。<br><br>[:: answer ::]<br>多虧豐富的天然資源，那個國家得以享受安定的經濟與高水準的生活。<br>---------------<br>","Thanks to its abundance of natural resources, the country enjoys a ______ economy and a high standard of living.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10234073","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"reliable","The weather forecasts provided on the Cloud Scanner mobile application are generally quite reliable.","[:: google ::]<br>雲掃描儀移動應用程序上提供的天氣預報通常非常可靠。<br><br>[:: youdaotrans ::]<br>云Scanne提供的天气预报<br><br>[:: baidu ::]<br>雲掃描儀移動應用程序上提供的天氣預報通常相當可靠。<br><br>[:: answer ::]<br>Cloud Scanner行動應用程式提供的天氣預報一般來說相當可信。<br>---------------<br>","The weather forecasts provided on the Cloud Scanner mobile application are generally quite ________.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10234073","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"deliberate","Growing up in a poor neighborhood, Ms. Kim is deliberate whenever she makes financial decisions.","[:: google ::]<br>金女士在一個貧窮的社區中長大，每當她做出財務決定時都會故意。<br><br>[:: youdaotrans ::]<br>生长在一个贫穷的社区,Kim熟食店<br><br>[:: baidu ::]<br>金女士在一個貧窮的社區長大，每當她做出財務決策時，她都會深思熟慮。<br><br>[:: answer ::]<br>因為在窮困的鄰里間長大，每當Kim小姐做財務上的決定都很慎重。<br>---------------<br><br>","Growing up in a poor neighborhood, Ms. Kim is __________ whenever she makes financial decisions.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10233589","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"drop off","I’m planning to stop by your office tomorrow to drop off another box of brochures.","[:: google ::]<br>我打算明天在您的辦公室停下來，放下另一盒小冊子。<br><br>[:: youdaotrans ::]<br>我明天打算到你的办公室<br><br>[:: baidu ::]<br>我打算明天去你辦公室再寄一盒宣傳冊。<br><br>[:: answer ::]<br>我預計明天會把另一箱小冊子拿去放在你的辦公室。<br>---------------<br>","I’m planning to stop by your office tomorrow to ________ another box of brochures.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10233589","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"consult","I’ll need to consult my manager about whether we can do that.","[:: google ::]<br>我需要諮詢我的經理，以了解我們是否可以做到這一點。<br><br>[:: youdaotrans ::]<br>我需要咨询我的经理是否我们c<br><br>[:: baidu ::]<br>我需要向我的經理諮詢一下我們是否能做到這一點。<br><br>[:: answer ::]<br>我得和我們經理商量是否能那樣做。<br>---------------<br>","I’ll need to _______ my manager about whether we can do that.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10233589","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"distracted","Conference attendees are reminded to turn off their cell phones during the talk so that the presenter does not get distracted.","[:: google ::]<br>提醒參與者在演講期間關閉手機，以免主持人分心。<br><br>[:: youdaotrans ::]<br>与会人员提醒关掉寡糖<br><br>[:: baidu ::]<br>會議與會者被提醒在演講過程中關掉手機，以免主持人分心。<br><br>[:: answer ::]<br>為了不讓發表者分心，會議參加者們收到在談話中關掉手機的指示。<br>---------------<br>","Conference attendees are reminded to turn off their cell phones during the talk so that the presenter does not get __________.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10233589","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"investigation","Authorities have decided to involve the Federal Trade Commission, which will assist in the investigation.","[:: google ::]<br>當局已決定參與聯邦貿易委員會，這將有助於調查。<br><br>[:: youdaotrans ::]<br>当局决定涉及联邦Tr<br><br>[:: baidu ::]<br>當局已决定讓聯邦貿易委員會參與調查，該委員會將協助調查。<br><br>[:: answer ::]<br>當局決定讓將幫助調查的聯邦貿易委員會加入。<br>---------------<br>","Authorities have decided to involve the Federal Trade Commission, which will assist in the _____________.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10233589","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"diagnosed","People who have been diagnosed with diabetes should avoid eating foods containing high amounts of carbohydrates and sugar.","[:: google ::]<br>被診斷出患有糖尿病的人應避免吃含有大量碳水化合物和糖的食物。<br><br>[:: youdaotrans ::]<br>被诊断出患有糖尿病的人要<br><br>[:: baidu ::]<br>被診斷為糖尿病的人應該避免食用含有大量碳水化合物和糖的食物。<br><br>[:: answer ::]<br>被診斷為糖尿病的人不應該吃含有許多碳水化合物與糖的食物。<br>---------------<br>","People who have been _________ with diabetes should avoid eating foods containing high amounts of carbohydrates and sugar.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10233589","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"detach","To renew your magazine subscription, detach the order form from the bottom of this letter and return it to us.","[:: google ::]<br>要更新您的雜誌訂閱，請從本信件的底部分離訂單形式，然後將其退還給我們。<br><br>[:: youdaotrans ::]<br>更新你的杂志订阅,或分离<br><br>[:: baidu ::]<br>若要續訂雜誌，請從本信底部拆下訂購單並將其退還給我們。<br><br>[:: answer ::]<br>如果想更新雜誌訂閱期間，請取下這封信下方的申請表格，再回寄給我們。<br>---------------<br>","To renew your magazine subscription, ______ the order form from the bottom of this letter and return it to us.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10233589","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"facilitate","The workshop leader had prepared some questions to facilitate a lively discussion during the group activities.","[:: google ::]<br>研討會的負責人已經準備了一些問題，以促進小組活動期間的活潑討論。<br><br>[:: youdaotrans ::]<br>车间领导人准备了一些问题<br><br>[:: baidu ::]<br>車間負責人準備了一些問題，以便在小組活動期間進行熱烈討論。<br><br>[:: answer ::]<br>那個研討會領導者準備了一些問題，讓小組活動期間能有活躍的討論。<br>---------------<br>","The workshop leader had prepared some questions to __________ a lively discussion during the group activities.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10233589","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"collectively","The members of the union called the National Federation of Auto Workers bargain collectively for higher pay and better working conditions.","[:: google ::]<br>工會成員稱全國汽車工人聯合會集體討價還價，以提高工資和更好的工作條件。<br><br>[:: youdaotrans ::]<br>联盟的成员被称为全国菲德尔<br><br>[:: baidu ::]<br>工會成員稱為全國汽車工人聯合會（National Federation of Auto Workers），他們集體討价還价，爭取更高的薪水和更好的工作條件。<br><br>[:: answer ::]<br>被稱為National Federation of Auto Workers的協會成員們為了更高的薪資與更好的工作環境，集體進行協商。<br>---------------<br>","The members of the union called the National Federation of Auto Workers bargain ____________ for higher pay and better working conditions.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10233589","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"excessive","According to the research, the main cause of the recent recession is largely dependent on the excessive household debts.","[:: google ::]<br>根據這項研究，最近衰退的主要原因在很大程度上取決於過多的家庭債務。<br><br>[:: youdaotrans ::]<br>根据研究,r的主要原因<br><br>[:: baidu ::]<br>根據這項研究，最近經濟衰退的主要原因在很大程度上取決於過度的家庭債務。<br><br>[:: answer ::]<br>根據調查，最近不景氣的主要原因大致取決於過度的家庭債務。<br>---------------<br>","According to the research, the main cause of the recent recession is largely dependent on the _________ household debts.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10233589","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"existing","The existing garbage disposal facility enables us to process food waste as efficiently as possible.","[:: google ::]<br>現有的垃圾處理設施使我們能夠盡可能有效地處理食物浪費。<br><br>[:: youdaotrans ::]<br>使我们现有的垃圾处理设施<br><br>[:: baidu ::]<br>現有的垃圾處理設施使我們能够盡可能高效地處理食物垃圾。<br><br>[:: answer ::]<br>現存的垃圾處理設備讓我們得以有效處理廚餘。<br>---------------<br>","The ________ garbage disposal facility enables us to process food waste as efficiently as possible.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10233589","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"evaluation","I would like to talk to you about my recent evaluation of your offices in Stevenville.","[:: google ::]<br>我想和您談談我最近對史蒂文維爾辦事處的評估。<br><br>[:: youdaotrans ::]<br>我想和你谈谈我最近evalua<br><br>[:: baidu ::]<br>我想和你們談談我最近對你們史蒂文維爾辦事處的評估。<br><br>[:: answer ::]<br>我想和您談談最近對您位於Stevenville辦公室的評價。<br>---------------<br>","I would like to talk to you about my recent __________ of your offices in Stevenville.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10233589","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
"emphasis","The owner of Bradford Furniture is placing a renewed emphasis on satisfying basic customer service needs.","[:: google ::]<br>布拉德福德家具的所有者正在重新強調滿足基本客戶服務需求。<br><br>[:: youdaotrans ::]<br>布拉德福德的主人家具将更新<br><br>[:: baidu ::]<br>布拉德福德傢俱公司的老闆再次強調滿足客戶的基本服務需求。<br><br>[:: answer ::]<br>Bradford Furniture的老闆在滿足基礎客戶服務需求加上全新重點。<br>---------------<br>","The owner of Bradford Furniture is placing a renewed ________ on satisfying basic customer service needs.","","AI多益，Santa(升答)","https://ai.aitutorsanta.com/learning-cell?cellId=10233589","https://ai.aitutorsanta.com/favicon-white.ico","2022/5/17",
